2019年,,,,,
日付,出現,確率,閾値40,閾値50,閾値60
2019/6/25,0,30,適中なし,適中なし,適中なし
2019/6/26,0,40,空振り,適中なし,適中なし
2019/6/27,0,40,空振り,適中なし,適中なし
2019/6/28,0,20,適中なし,適中なし,適中なし
2019/6/29,0,30,適中なし,適中なし,適中なし
2019/6/30,1,30,見逃し,見逃し,見逃し
2019/7/1,1,30,見逃し,見逃し,見逃し
2019/7/2,0,30,適中なし,適中なし,適中なし
2019/7/3,0,30,適中なし,適中なし,適中なし
2019/7/4,1,20,見逃し,見逃し,見逃し
2019/7/5,0,30,適中なし,適中なし,適中なし
2019/7/6,1,40,適中,見逃し,見逃し
2019/7/7,1,50,適中,適中,見逃し
2019/7/8,1,50,適中,適中,見逃し
2019/7/9,1,50,適中,適中,見逃し
2019/7/10,0,40,空振り,適中なし,適中なし
2019/7/11,1,40,適中,見逃し,見逃し
2019/7/12,1,50,適中,適中,見逃し
2019/7/13,0,30,適中なし,適中なし,適中なし
2019/7/14,0,20,適中なし,適中なし,適中なし
2019/7/15,0,20,適中なし,適中なし,適中なし
2019/7/16,1,40,適中,見逃し,見逃し
2019/7/17,1,20,見逃し,見逃し,見逃し
2019/7/18,1,40,適中,見逃し,見逃し
2019/7/19,1,40,適中,見逃し,見逃し
2019/7/20,0,20,適中なし,適中なし,適中なし
2019/7/21,1,30,見逃し,見逃し,見逃し
2019/7/22,0,50,空振り,空振り,適中なし
2019/7/23,1,30,見逃し,見逃し,見逃し
2019/7/24,1,50,適中,適中,見逃し
2019/7/25,0,30,適中なし,適中なし,適中なし
2019/7/26,0,40,空振り,適中なし,適中なし
2019/7/27,0,20,適中なし,適中なし,適中なし
2019/7/28,0,50,空振り,空振り,適中なし
2019/7/29,1,50,適中,適中,見逃し
2019/7/30,0,30,適中なし,適中なし,適中なし
2019/7/31,0,20,適中なし,適中なし,適中なし
2019/8/1,0,20,適中なし,適中なし,適中なし
2019/8/2,1,30,見逃し,見逃し,見逃し
2019/8/3,0,30,適中なし,適中なし,適中なし
2019/8/4,0,40,空振り,適中なし,適中なし
2019/8/5,1,40,適中,見逃し,見逃し
2019/8/6,1,40,適中,見逃し,見逃し
2019/8/7,0,40,空振り,適中なし,適中なし
2019/8/8,1,30,見逃し,見逃し,見逃し
2019/8/9,0,30,適中なし,適中なし,適中なし
2019/8/10,0,20,適中なし,適中なし,適中なし
2019/8/11,0,20,適中なし,適中なし,適中なし
2019/8/12,0,30,適中なし,適中なし,適中なし
2019/8/13,0,30,適中なし,適中なし,適中なし
2019/8/14,1,50,適中,適中,見逃し
2019/8/15,0,30,適中なし,適中なし,適中なし
2019/8/16,0,30,適中なし,適中なし,適中なし
2019/8/17,0,20,適中なし,適中なし,適中なし
2019/8/18,0,50,空振り,空振り,適中なし
2019/8/19,1,50,適中,適中,見逃し
2019/8/20,0,40,空振り,適中なし,適中なし
2019/8/21,1,40,適中,見逃し,見逃し
2019/8/22,0,50,空振り,空振り,適中なし
2019/8/23,0,20,適中なし,適中なし,適中なし
2019/8/24,0,20,適中なし,適中なし,適中なし
2019/8/25,0,30,適中なし,適中なし,適中なし
2019/8/26,1,40,適中,見逃し,見逃し
2019/8/27,1,30,見逃し,見逃し,見逃し
2019/8/28,0,50,空振り,空振り,適中なし
2019/8/29,1,20,見逃し,見逃し,見逃し
2019/8/30,1,50,適中,適中,見逃し
2019/8/31,0,30,適中なし,適中なし,適中なし
2019/9/1,0,40,空振り,適中なし,適中なし
2019/9/2,1,50,適中,適中,見逃し
2019/9/3,0,30,適中なし,適中なし,適中なし
2019/9/4,0,50,空振り,空振り,適中なし
2019/9/5,1,40,適中,見逃し,見逃し
2019/9/6,0,40,空振り,適中なし,適中なし
2019/9/7,0,20,適中なし,適中なし,適中なし
2019/9/8,1,60,適中,適中,適中
2019/9/9,0,30,適中なし,適中なし,適中なし
2019/9/10,0,30,適中なし,適中なし,適中なし
2019/9/11,0,50,空振り,空振り,適中なし
2019/9/12,1,50,適中,適中,見逃し
2019/9/13,0,40,空振り,適中なし,適中なし
2019/9/14,0,40,空振り,適中なし,適中なし
2019/9/15,0,30,適中なし,適中なし,適中なし
2019/9/16,0,30,適中なし,適中なし,適中なし
2019/9/17,0,30,適中なし,適中なし,適中なし
2019/9/18,1,50,適中,適中,見逃し
2019/9/19,0,30,適中なし,適中なし,適中なし
2019/9/20,0,20,適中なし,適中なし,適中なし
2019/9/21,0,50,空振り,空振り,適中なし
2019/9/22,0,30,適中なし,適中なし,適中なし
2019/9/23,0,20,適中なし,適中なし,適中なし
2019/9/24,0,20,適中なし,適中なし,適中なし
2019/9/25,0,20,適中なし,適中なし,適中なし
2019/9/26,0,30,適中なし,適中なし,適中なし
2019/9/27,0,20,適中なし,適中なし,適中なし
2019/9/28,1,30,見逃し,見逃し,見逃し
2019/9/29,1,30,見逃し,見逃し,見逃し
2019/9/30,1,30,見逃し,見逃し,見逃し
2019/10/1,1,20,見逃し,見逃し,見逃し
2019/10/2,1,40,適中,見逃し,見逃し
2019/10/3,1,30,見逃し,見逃し,見逃し
2019/10/4,0,20,適中なし,適中なし,適中なし
2019/10/5,1,20,見逃し,見逃し,見逃し
2019/10/6,1,60,適中,適中,適中
2019/10/7,0,40,空振り,適中なし,適中なし
2019/10/8,0,20,適中なし,適中なし,適中なし
2019/10/9,0,30,適中なし,適中なし,適中なし
2019/10/10,0,50,空振り,空振り,適中なし
2019/10/11,0,40,空振り,適中なし,適中なし
2019/10/12,0,30,適中なし,適中なし,適中なし
2019/10/13,0,20,適中なし,適中なし,適中なし
2019/10/14,0,50,空振り,空振り,適中なし
